timestamp,vm_bus_1,vm_bus_2,vm_bus_3,vm_bus_4,vm_bus_5,vm_bus_6,vm_bus_7,vm_bus_8,vm_bus_9,vm_bus_10,vm_bus_11,vm_bus_12,vm_bus_13,vm_bus_14,pf_f_1,pf_f_2,pf_f_3,pf_f_4,pf_f_5,pf_f_6,pf_f_7,pf_f_8,pf_f_9,pf_f_10,pf_f_11,pf_f_12,pf_f_13,pf_f_14,pf_f_15,pf_f_16,pf_f_17,pf_f_18,pf_f_19,pf_f_20,qf_f_1,qf_f_2,qf_f_3,qf_f_4,qf_f_5,qf_f_6,qf_f_7,qf_f_8,qf_f_9,qf_f_10,qf_f_11,qf_f_12,qf_f_13,qf_f_14,qf_f_15,qf_f_16,qf_f_17,qf_f_18,qf_f_19,qf_f_20,pt_t_1,pt_t_2,pt_t_3,pt_t_4,pt_t_5,pt_t_6,pt_t_7,pt_t_8,pt_t_9,pt_t_10,pt_t_11,pt_t_12,pt_t_13,pt_t_14,pt_t_15,pt_t_16,pt_t_17,pt_t_18,pt_t_19,pt_t_20,qt_t_1,qt_t_2,qt_t_3,qt_t_4,qt_t_5,qt_t_6,qt_t_7,qt_t_8,qt_t_9,qt_t_10,qt_t_11,qt_t_12,qt_t_13,qt_t_14,qt_t_15,qt_t_16,qt_t_17,qt_t_18,qt_t_19,qt_t_20,p_inj_bus_1,p_inj_bus_2,p_inj_bus_3,p_inj_bus_4,p_inj_bus_5,p_inj_bus_6,p_inj_bus_7,p_inj_bus_8,p_inj_bus_9,p_inj_bus_10,p_inj_bus_11,p_inj_bus_12,p_inj_bus_13,p_inj_bus_14,q_inj_bus_1,q_inj_bus_2,q_inj_bus_3,q_inj_bus_4,q_inj_bus_5,q_inj_bus_6,q_inj_bus_7,q_inj_bus_8,q_inj_bus_9,q_inj_bus_10,q_inj_bus_11,q_inj_bus_12,q_inj_bus_13,q_inj_bus_14,pmu_va_bus_4,pmu_va_bus_6,pmu_vm_bus_4,pmu_vm_bus_6,if_ang_br_7,if_ang_br_8,if_ang_br_9,if_ang_br_11,if_ang_br_12,if_ang_br_13,if_mag_br_7,if_mag_br_8,if_mag_br_9,if_mag_br_11,if_mag_br_12,if_mag_br_13,it_ang_br_4,it_ang_br_6,it_ang_br_10,it_mag_br_4,it_mag_br_6,it_mag_br_10
2025-09-08 09:05:00,1.0619423,1.0481371,1.0248112,1.002287,1.003329,1.0567183,1.0477104,1.075876,1.0543572,1.0371516,1.0397861,1.0464406,1.0357915,1.0573711,1.1754874,0.57913806,0.57170974,0.44971194,0.30520983,-0.19447168,-0.52287298,0.1853076,0.11936746,0.40405294,0.057620794,0.067623124,0.12633981,-0.019666723,0.26418761,0.040048482,0.10290213,-0.03584274,-0.0043047324,0.061487056,-0.06196055,0.044905949,0.018465742,-0.028298633,-0.026559698,0.050140398,0.11291963,-0.075631131,0.01370136,0.16113804,0.02685199,0.016170461,0.056235611,-0.030781858,0.017821204,0.0280071,0.02974424,-0.0080350609,-0.012869989,0.029196027,-1.1701815,-0.54176965,-0.5343868,-0.41645659,-0.32144691,0.13489126,0.49173737,-0.2038774,-0.15051977,-0.35928448,-0.061736414,-0.072306464,-0.14614136,0.027067614,-0.25630584,-0.027757557,-0.066061785,0.021763957,-0.030248063,-0.039336912,0.063512779,-0.04480467,0.018325352,-0.013072149,-0.045751628,-0.072893359,-0.066901707,0.099760338,0.013351688,-0.14632834,-0.017843407,-0.039271576,-0.055844939,0.049582116,0.041162319,-0.032350272,0.014402112,0.0063714095,-0.010579891,-0.012548133,1.7747851,0.16717174,-0.72138213,-0.38271409,-0.060757908,-0.078153559,0.013971949,0.00065008048,-0.26427928,-0.10988771,-0.004435628,-0.076467012,-0.10484089,-0.12701201,0.0045083202,0.083529825,0.026110861,0.024102678,-0.019457828,-0.03343572,-0.002395907,0.07222536,-0.12570736,-0.044387172,0.0052466388,0.0034575097,-0.041044273,-0.0075962521,-0.13835313,-0.19282005,1.0176206,1.0592748,-3.0435664,0.047568106,-0.17273805,-0.60313275,-0.49866013,-0.57031938,0.48666367,0.22894358,0.13397777,0.060293129,0.061696369,0.1468868,3.0167852,0.17017879,2.596304,0.43042701,0.17540364,0.35776422
2025-09-08 09:10:00,1.0554353,1.0475799,1.0235267,1.012527,1.0206176,1.0453213,1.0486576,1.0709131,1.0383487,1.0595038,1.0583513,1.051727,1.0470314,1.029381,1.187316,0.58462923,0.58782757,0.44031719,0.30867787,-0.16259045,-0.46759222,0.19719014,0.12961489,0.34571382,0.019263953,0.069236416,0.16142184,0.014682546,0.2465912,0.041687826,0.084486357,-0.053465521,-0.006115379,0.045594667,-0.022788861,0.060529651,-0.0023422804,-0.027352705,0.018586793,0.032576852,0.10145964,-0.042583899,0.029643812,0.15931192,0.032043406,0.03431722,0.073601771,-0.049059034,0.0054087149,0.014084743,0.027223836,0.010621379,-0.041087606,0.024754084,-1.1531974,-0.55120224,-0.54758114,-0.43968003,-0.3561458,0.16650148,0.47985148,-0.25530759,-0.12233914,-0.32306059,-0.030070076,-0.040814702,-0.079760533,0.013854282,-0.26857043,-0.030890966,-0.10551065,0.025943876,0.028473447,-0.011758507,0.077185542,-0.07525639,0.036152792,-0.0018276007,-0.022030779,-0.080755985,-0.085544779,0.048133914,-0.0036606008,-0.14471712,-0.011197018,-0.037131264,-0.060397066,0.025539348,0.0030912578,-0.043396971,-0.034908637,-0.010251105,-0.008686028,-0.031577044,1.8066276,0.20289255,-0.72205025,-0.35822408,-0.06269065,-0.13029437,0.031443894,0.034234215,-0.2328611,-0.06762448,-0.026750271,-0.044478438,-0.08359976,-0.14959103,0.016313527,0.070968738,0.023210927,0.030456742,-0.00077796023,-0.022633688,0.010333072,0.068539758,-0.14845091,-0.054303225,-0.0036731796,-0.013192962,-0.077316168,-0.014762705,-0.13926554,-0.19640623,1.0180103,1.0601629,-3.0422449,0.042882475,-0.17527967,-0.60419932,-0.49598628,-0.56518676,0.4868551,0.22908711,0.13051595,0.060562172,0.062117515,0.14415609,3.02256,0.17133736,2.5970851,0.43015416,0.17426732,0.35981918
2025-09-08 09:15:00,1.0651431,1.0461671,1.0018424,1.0246681,1.0136014,1.06485,1.0696416,1.045694,1.0680579,1.0467269,1.0558194,1.0452806,1.0511985,1.0117323,1.2084466,0.56419283,0.57118702,0.40179469,0.34263368,-0.12561191,-0.45430238,0.21575894,0.15627892,0.33879527,0.094516051,0.057460261,0.13248451,-0.0036609338,0.22435132,0.044376527,0.090118098,-0.017290179,-0.0070773087,0.038183782,-0.038354229,0.054458693,0.0272758,0.024507941,-0.01198643,0.061045798,0.1082469,-0.0562306,0.017746538,0.16928691,0.028216227,-0.010213777,0.057882551,-0.083538499,0.0083721635,-0.0086147224,0.043014975,0.01036123,0.029847845,-0.041285516,-1.1455927,-0.56766618,-0.57092595,-0.40916561,-0.34433382,0.15789332,0.47744433,-0.21241937,-0.14094153,-0.39536222,-0.050370823,-0.097806672,-0.13726603,-0.0025634579,-0.20030421,-0.07874968,-0.098682887,0.026005025,-0.013827565,-0.043147432,0.065581292,-0.064879635,-0.024405967,-0.0027861271,-0.022460189,-0.045570046,-0.11748692,0.044142086,0.029629045,-0.13166097,-0.001132931,-0.015519609,-0.06763089,0.04190677,0.0028231895,-0.052531522,-0.052415737,0.012497864,-0.0069810673,0.0038818538,1.8063283,0.1761715,-0.73285379,-0.42564386,-0.060382507,-0.08059748,0.016015772,0.0046236264,-0.23662465,-0.066621894,-0.018385093,-0.059736933,-0.089443432,-0.083312694,0.010994164,0.10761936,0.078788551,0.047374246,0.0031190537,-0.058593655,-0.014212311,0.081105335,-0.10318147,-0.060047468,-0.0058505378,-0.021991516,-0.045346496,-0.020062981,-0.13935817,-0.19775795,1.0174235,1.0606681,-3.0419306,0.044162263,-0.17443938,-0.60749765,-0.49994969,-0.57092322,0.48888673,0.23060259,0.130474,0.06053009,0.063489811,0.14590728,3.016147,0.17605413,2.5992102,0.4304481,0.17344584,0.35767183
2025-09-08 09:20:00,1.0595546,1.0477321,1.0154422,1.0137418,1.031839,1.0616725,1.0440802,1.0700164,1.0466417,1.0265004,1.0459357,1.0543933,1.0476112,1.035909,1.1763737,0.61636976,0.61467496,0.45803819,0.34654479,-0.20691989,-0.48119162,0.21745766,0.08545608,0.33796817,0.059831952,0.079235163,0.13668923,-0.019003359,0.19430806,0.029410101,0.11469743,-0.03726302,0.024106346,0.062280159,-0.073590923,0.04067645,0.008851009,-0.04165173,0.04795646,0.064701277,0.10736818,-0.031588123,-0.006554577,0.18707266,0.019043265,-0.013326085,0.057688125,-0.077488394,0.012696221,0.049323789,0.021843718,0.0006176374,0.010727592,0.008679325,-1.1297931,-0.54992407,-0.54938239,-0.42969644,-0.30918665,0.16674952,0.48866415,-0.21526114,-0.10952305,-0.36961741,-0.059235874,-0.043324602,-0.13895228,-0.011010127,-0.2328781,-0.017188445,-0.069965788,0.031435275,-0.03775616,9.2580467e-06,0.021289371,-0.030853216,0.0060721325,0.045815863,-0.034961425,-0.02889433,-0.12457516,0.011837926,0.023965288,-0.15480122,-0.052606654,-0.061176895,-0.040441928,0.045523965,0.011867014,-0.049554635,-0.064284454,-0.0039302761,0.015241533,-0.0078297092,1.7801888,0.19986334,-0.73630659,-0.41654518,-0.056173835,-0.13306441,0.0011864759,-0.010636097,-0.24510324,-0.082301536,-0.014488955,-0.072174654,-0.07286693,-0.12848292,0.014205309,0.086525147,0.054004537,0.029978986,0.013297957,-0.016818834,0.014177469,0.042088639,-0.12215982,-0.040206228,-0.02179436,-0.024132636,-0.058234449,-0.053681171,-0.14046861,-0.19542694,1.0175773,1.0587975,-3.043606,0.046652426,-0.17318841,-0.60755794,-0.49941251,-0.56937153,0.48819853,0.23032377,0.12970235,0.059002097,0.062009435,0.14367706,3.0202954,0.17316692,2.5970654,0.43067388,0.17478822,0.3572682
2025-09-08 09:25:00,1.0605928,1.043551,1.0104382,1.0021842,1.0194868,1.065407,1.0485671,1.0659237,1.0385102,1.0402996,1.0467861,1.0371826,1.0543285,1.0252256,1.1900399,0.57075902,0.55284798,0.44274194,0.34454133,-0.14335492,-0.49017473,0.25825913,0.11829748,0.4139266,0.027649363,0.084782705,0.18922499,0.023559919,0.25304027,0.046846342,0.083442227,-0.035024307,-0.0050620634,0.025029764,-0.072733738,0.077965655,0.016681141,-0.033152213,0.015034588,0.06233986,0.13142582,-0.038974532,-0.013765233,0.15968679,0.017774011,-0.0044585452,0.050385952,-0.066449318,-0.033463376,0.014854632,0.045216761,0.0029197697,0.015057729,0.015934553,-1.162888,-0.5867511,-0.56319362,-0.4360087,-0.32714347,0.17862423,0.47533897,-0.26186197,-0.10923855,-0.36611572,-0.046338244,-0.042689395,-0.16938033,-0.016988438,-0.23502198,-0.007346558,-0.10979141,-0.017358871,0.005056873,-0.020476023,0.076964835,0.0045669063,0.0054082302,-0.0061024052,-0.015797257,-0.056795929,-0.1354816,0.033064308,0.015861279,-0.12424675,-0.048985079,0.01413419,-0.053452571,0.042080366,-0.0141665,-0.025214057,-0.055797036,0.00092834657,-0.02124467,-0.0037624516,1.809977,0.16806536,-0.69833015,-0.35690313,-0.06482577,-0.085382601,-0.0061800779,-0.0029685781,-0.24161948,-0.039716487,-0.023789893,-0.062861319,-0.12531656,-0.12309673,0.0064101733,0.071721714,0.021158619,0.037252374,-0.0080964933,-0.012987247,-0.01348605,0.053852439,-0.13373979,-0.062141525,-0.046311822,-0.0026268828,-0.026580742,-0.050681567,-0.13934787,-0.19581932,1.0174337,1.0600917,-3.0452976,0.042493694,-0.1786774,-0.6103744,-0.50111297,-0.57047787,0.48711185,0.23144019,0.1315405,0.062605406,0.06343978,0.14558596,3.0207938,0.17870139,2.6004122,0.43231404,0.17094914,0.36018311
2025-09-08 09:30:00,1.0420147,1.0299199,1.0007175,1.0064055,1.0264983,1.0753624,1.0341316,1.0507422,1.0383009,1.0602145,1.0445298,1.0502054,1.0460553,1.0396044,1.1560313,0.57990643,0.57043387,0.49105235,0.35011124,-0.17362866,-0.49443862,0.21970885,0.14148656,0.37880664,0.055487486,0.021623158,0.11119294,0.034987607,0.23087406,0.050813664,0.053311333,-0.064816993,0.056715531,0.054516371,-0.070242384,0.028075324,0.0014558425,-0.03196058,0.0047441172,0.042670193,0.14998434,-0.019145249,0.023686603,0.15458274,0.0022877553,-0.0095243229,0.063046336,-0.057728303,0.013561636,0.040742677,0.061041044,0.026448919,0.0092488217,-0.012994778,-1.1815275,-0.60301119,-0.56340431,-0.46744525,-0.3170239,0.17670506,0.46838096,-0.26563682,-0.14208346,-0.3526844,-0.022953611,-0.089389805,-0.15910562,0.0099819397,-0.25351852,-0.07161299,-0.071074923,0.046334539,0.0004550665,-0.017378862,0.099580259,-0.061214733,0.032868672,-0.026437203,-0.026543667,-0.063051539,-0.10061239,0.045314664,-0.013653559,-0.073173488,-0.026344407,-0.036128038,-0.054789343,0.07582293,-0.01348545,-0.040826863,-0.06327097,0.020484128,0.046340209,0.045858363,1.7685149,0.19439256,-0.70804943,-0.39651514,-0.078442683,-0.11475961,0.020454355,-0.01422398,-0.22904261,-0.088134109,-0.017172154,-0.057786812,-0.12659964,-0.11352978,0.013213015,0.10799295,0.099479794,0.037782083,0.0023970561,-0.058962503,0.01591866,0.047674058,-0.12120466,-0.059647097,0.02014306,-0.026833162,-0.088601989,-0.015851545,-0.13748356,-0.19767464,1.0166395,1.0611765,-3.0408569,0.043555342,-0.17664557,-0.60892728,-0.4984874,-0.57473053,0.48649642,0.23138655,0.12977786,0.059533517,0.063123246,0.14442684,3.0164789,0.17727053,2.6009837,0.42991809,0.16978311,0.35893867
2025-09-08 09:35:00,1.0636463,1.0398564,1.0125079,1.0105916,1.0224957,1.0593314,1.0699678,1.0571945,1.046635,1.0462552,1.0346723,1.050645,1.04608,1.0363518,1.2115394,0.60933244,0.5792185,0.44500392,0.33611226,-0.18811069,-0.46537939,0.26089189,0.1069785,0.36034198,0.046148326,0.066095732,0.15391838,-0.020052855,0.23843456,0.019518117,0.091674574,-0.012367474,0.02239642,0.020157758,-0.045028781,0.074401096,0.015158714,0.025729674,-0.0073075527,0.028391689,0.12241185,-0.072143669,0.024800909,0.13189249,0.027333645,-0.010471883,0.032628757,-0.098477824,0.033821912,0.045403136,0.042878831,0.023994439,-0.012775385,0.0017516169,-1.1638969,-0.60015151,-0.5682624,-0.45626139,-0.32043808,0.15357555,0.48246046,-0.26842435,-0.13294124,-0.36305078,-0.051872042,-0.087639041,-0.14310198,0.024990053,-0.22839844,-0.02258136,-0.081047441,0.040971765,-0.033301743,-0.012261823,0.071683642,-0.038369623,0.019229214,0.022221272,-0.03352864,-0.053203399,-0.13290409,0.033176674,0.0031841676,-0.11362439,-0.046761688,0.00042148143,-0.084552767,0.064522871,0.013762599,0.0081678571,-0.014984585,-0.0039273873,0.001896351,0.007174519,1.7836479,0.17838253,-0.68684266,-0.37808612,-0.068716149,-0.08190042,0.0085658608,-0.0048836886,-0.22578735,-0.040766655,-0.036904838,-0.067433142,-0.11852848,-0.13185862,-0.027069113,0.1234946,0.025342654,0.067897707,-0.009223707,0.0087390265,-0.00017177401,0.086855026,-0.14362949,-0.01376445,0.011040902,0.0019531138,-0.06596483,-0.040368656,-0.13501194,-0.19946316,1.0170809,1.0586308,-3.0435779,0.038240499,-0.18106193,-0.61442922,-0.50074745,-0.57414481,0.48704034,0.2321384,0.13093316,0.060294541,0.063103909,0.14819709,3.0193452,0.18280301,2.6016798,0.43441186,0.16633759,0.36113909
2025-09-08 09:40:00,1.05643,1.0394663,1.0013007,1.0242612,1.0162403,1.0471314,1.0644055,1.0608609,1.0511317,1.0357355,1.0505024,1.0623674,1.0393718,1.0251316,1.2262034,0.57253667,0.57678125,0.46803076,0.34253542,-0.13675914,-0.49072764,0.2406872,0.12469935,0.33694948,0.087078437,0.088283957,0.13433061,0.0039489468,0.21548056,0.040074802,0.08797447,-0.018077541,0.01650386,0.022697748,-0.059049194,0.069535022,-0.023926357,-0.017848315,-0.029115238,0.047255504,0.092210599,-0.042345241,-0.0047350187,0.15988852,0.023115791,0.01043999,0.076783488,-0.037312524,0.025242221,0.064838069,0.033551248,-0.0054159295,0.030242234,0.02815883,-1.158284,-0.58263881,-0.58564191,-0.42922709,-0.35063719,0.16826101,0.50230319,-0.24065297,-0.13286364,-0.35982223,-0.045195993,-0.043110363,-0.16525999,-0.0091842856,-0.25423659,-0.026437873,-0.071243947,0.013384306,0.012313536,-0.022003242,0.08922752,-0.090539147,-0.0198019,0.0044525406,-0.031733233,-0.052934635,-0.093522964,0.031484045,-0.010378598,-0.10908865,-0.042502658,-0.01207278,-0.035139906,0.060921785,0.0030616659,-0.059704352,-0.042708338,-0.0072785959,-0.0080642634,-0.0062654085,1.7674193,0.16582139,-0.70958259,-0.37683019,-0.070338304,-0.10631026,-0.0006607349,0.022490937,-0.22691156,-0.064678968,-0.036751282,-0.043008424,-0.10102113,-0.10809764,1.4364536e-05,0.079322297,0.069154231,0.00080549439,-0.026981541,-0.011768301,-0.02307782,0.065589613,-0.14137205,-0.06430251,-0.010961404,-0.010397762,-0.055733283,-0.044482538,-0.1371037,-0.19574819,1.0166508,1.0583928,-3.0445817,0.041098281,-0.17804969,-0.6125708,-0.50021777,-0.56792331,0.48704856,0.23206695,0.13174238,0.062066348,0.063710118,0.14762218,3.0170441,0.18191791,2.5982557,0.43378256,0.16889241,0.35944113
2025-09-08 09:45:00,1.0705954,1.0343896,1.0084673,1.031667,0.99739593,1.0625713,1.0411215,1.0637861,1.0446526,1.0539324,1.0538172,1.0257498,1.0518017,1.0243759,1.2287407,0.60324852,0.56997949,0.47918056,0.36948612,-0.20291569,-0.50476145,0.21027456,0.14424404,0.34870992,0.079255625,0.069089759,0.12592484,-0.032924393,0.24567656,0.033365644,0.096327746,-0.010677281,-0.0097828525,0.057838473,-0.091562827,0.010489325,0.032809101,-0.015322967,0.0045304052,0.039569473,0.11644433,-0.077192418,0.015330931,0.13401246,0.01487851,0.026407363,0.1026138,-0.055434264,0.021947608,0.051896944,0.031761836,-0.0035901198,0.038740021,0.056396245,-1.1772579,-0.59883322,-0.55581676,-0.45392972,-0.32588407,0.17292892,0.47024122,-0.23590754,-0.11661948,-0.35973563,-0.056851332,-0.045383586,-0.12327056,0.0025083125,-0.24855473,-0.023935317,-0.08388947,0.036355357,-0.017301617,-0.043432478,0.059083384,-0.056618453,-0.0021925933,-0.0091719727,-0.020876069,-0.062478383,-0.096602932,0.080589008,0.0020657665,-0.13609526,-0.074668175,0.0028651743,-0.035408504,0.049841831,-0.0053166866,-0.09662564,-0.0013438806,0.020447228,0.00019975352,0.016866933,1.7850019,0.20511114,-0.69325287,-0.42811008,-0.06994636,-0.12393188,0.014513881,0.013019061,-0.21798306,-0.065742417,-0.063743251,-0.073237008,-0.089582773,-0.12619688,0.0079613939,0.062281316,0.066586118,0.018356538,-0.0036221359,0.00043436379,0.0069332774,0.061238591,-0.1486221,-0.034675284,-0.033982776,0.00070773222,-0.039928328,-0.02672082,-0.1369043,-0.19533524,1.0175355,1.0599529,-3.0420223,0.042560381,-0.18044231,-0.61108531,-0.49830873,-0.57341874,0.486731,0.23205897,0.13213131,0.060121048,0.06567604,0.14770004,3.0147916,0.17944364,2.5983054,0.43260316,0.16961027,0.3607166
2025-09-08 09:50:00,1.0796398,1.0550512,1.0068214,1.0219521,1.0222796,1.0716099,1.0497369,1.0565773,1.0663049,1.0376512,1.0573643,1.0620173,1.0304475,1.024909,1.2049259,0.6062722,0.58001532,0.4305785,0.33740065,-0.1461582,-0.49302029,0.21154367,0.1394055,0.36727201,0.11041445,0.064539554,0.14599953,0.0059083193,0.21978586,0.013656658,0.039890923,0.00084054451,0.024313084,0.056709671,-0.055535865,0.039780118,0.0061374875,-0.0058354625,-0.0080664482,0.092867205,0.10620514,-0.046143451,-0.0049639375,0.17387683,0.024517124,0.078657196,0.092960475,-0.10525527,0.025229529,0.048419398,0.041979035,-0.011069696,0.0094732276,0.0087039059,-1.1675847,-0.59514116,-0.52270177,-0.42418111,-0.35365127,0.16229384,0.47354065,-0.20467166,-0.132561,-0.34730266,-0.048671372,-0.03444856,-0.092502838,0.040903315,-0.25346851,-0.060413073,-0.069069417,0.030415961,-0.019100548,-0.072523313,0.081822077,-0.029863951,0.0345565,0.037902604,-0.034941519,-0.043520054,-0.071790526,0.040633907,0.0097499777,-0.12409329,-0.0044859461,-0.061270614,-0.056820776,0.054112672,0.020059404,-0.027297693,-0.023472845,0.0090441766,-0.025801018,0.012277777,1.7890591,0.17677029,-0.69098206,-0.36290283,-0.062304065,-0.088269346,0.015377098,0.045086177,-0.27193499,-0.045352624,-0.021840465,-0.01253821,-0.10820596,-0.12179657,-0.0072548733,0.072887182,0.047720821,0.0028578638,0.016455136,-0.025816364,-0.0020171027,0.085157633,-0.13887281,-0.044547328,-0.040269926,-0.0077548807,-0.02823193,-0.074765663,-0.13767353,-0.19730369,1.0176278,1.0600546,-3.0417047,0.038159785,-0.17716509,-0.61343336,-0.50243905,-0.57121568,0.4869683,0.23030782,0.13016758,0.06053974,0.06276938,0.14785713,3.0178018,0.18421639,2.6031838,0.43373164,0.16795953,0.35977164
