timestamp,vm_bus_1,vm_bus_2,vm_bus_3,vm_bus_4,vm_bus_5,vm_bus_6,vm_bus_7,vm_bus_8,vm_bus_9,vm_bus_10,vm_bus_11,vm_bus_12,vm_bus_13,vm_bus_14,pf_f_1,pf_f_2,pf_f_3,pf_f_4,pf_f_5,pf_f_6,pf_f_7,pf_f_8,pf_f_9,pf_f_10,pf_f_11,pf_f_12,pf_f_13,pf_f_14,pf_f_15,pf_f_16,pf_f_17,pf_f_18,pf_f_19,pf_f_20,qf_f_1,qf_f_2,qf_f_3,qf_f_4,qf_f_5,qf_f_6,qf_f_7,qf_f_8,qf_f_9,qf_f_10,qf_f_11,qf_f_12,qf_f_13,qf_f_14,qf_f_15,qf_f_16,qf_f_17,qf_f_18,qf_f_19,qf_f_20,pt_t_1,pt_t_2,pt_t_3,pt_t_4,pt_t_5,pt_t_6,pt_t_7,pt_t_8,pt_t_9,pt_t_10,pt_t_11,pt_t_12,pt_t_13,pt_t_14,pt_t_15,pt_t_16,pt_t_17,pt_t_18,pt_t_19,pt_t_20,qt_t_1,qt_t_2,qt_t_3,qt_t_4,qt_t_5,qt_t_6,qt_t_7,qt_t_8,qt_t_9,qt_t_10,qt_t_11,qt_t_12,qt_t_13,qt_t_14,qt_t_15,qt_t_16,qt_t_17,qt_t_18,qt_t_19,qt_t_20,p_inj_bus_1,p_inj_bus_2,p_inj_bus_3,p_inj_bus_4,p_inj_bus_5,p_inj_bus_6,p_inj_bus_7,p_inj_bus_8,p_inj_bus_9,p_inj_bus_10,p_inj_bus_11,p_inj_bus_12,p_inj_bus_13,p_inj_bus_14,q_inj_bus_1,q_inj_bus_2,q_inj_bus_3,q_inj_bus_4,q_inj_bus_5,q_inj_bus_6,q_inj_bus_7,q_inj_bus_8,q_inj_bus_9,q_inj_bus_10,q_inj_bus_11,q_inj_bus_12,q_inj_bus_13,q_inj_bus_14,pmu_va_bus_4,pmu_va_bus_6,pmu_vm_bus_4,pmu_vm_bus_6,if_ang_br_7,if_ang_br_8,if_ang_br_9,if_ang_br_11,if_ang_br_12,if_ang_br_13,if_mag_br_7,if_mag_br_8,if_mag_br_9,if_mag_br_11,if_mag_br_12,if_mag_br_13,it_ang_br_4,it_ang_br_6,it_ang_br_10,it_mag_br_4,it_mag_br_6,it_mag_br_10
2025-09-08 09:05:00,1.0562242,1.0619545,1.0106408,1.02955,1.0259698,1.0627409,1.0422429,1.0733094,1.0393226,1.0295128,1.0414604,1.0550398,1.0491419,1.0522952,1.2019598,0.58938855,0.58476187,0.44367339,0.33191728,-0.18510849,-0.48275346,0.21341442,0.16658096,0.34000585,0.14837319,0.068137733,0.15031156,0.0010476582,0.21355879,0.34125253,0.10312472,-0.10166889,0.015607455,0.049395466,-0.096705415,0.048280126,0.0097284218,-0.011100287,0.027555508,0.058215116,0.1049936,-0.046147544,0.011546577,0.15845623,0.019744162,-0.0040815384,0.072717647,-0.046488537,-0.0032160738,0.031270281,0.042699937,0.020921364,-0.017924997,-0.0090939844,-1.1556279,-0.56847837,-0.56917572,-0.43229116,-0.32100946,0.17868814,0.46843366,-0.21831975,-0.10993563,-0.37053645,-0.097480645,-0.086773029,-0.20256999,0.010741634,-0.2119495,-0.35840546,-0.10340255,0.11673793,0.011390517,-0.050087756,0.083986056,-0.027812401,-0.0096159297,-0.018876054,-0.056659109,-0.045022272,-0.11809641,0.058317424,-0.012278125,-0.17943573,0.0159176,-0.020324788,-0.044692817,0.073814717,-0.016823872,-0.060410037,-0.027103166,0.025202835,0.0067016555,-0.050099381,1.7878159,0.21002104,-0.7076772,-0.40983666,-0.048678382,-0.027951272,0.016322951,-0.031601229,0.069424022,-0.38142654,-0.0052926064,-0.017891639,-0.11744904,-0.1073842,0.0014658576,0.09372873,0.061160433,0.01705252,-0.023126973,-0.00084596268,0.011561666,0.0060898586,-0.12524135,-0.032169363,0.0011952515,-0.05208872,-0.041913262,-0.039682986,-0.13851998,-0.19696542,1.0162128,1.0610186,-3.0444876,0.044994533,-0.17604304,-0.38599769,-0.49834896,-0.56818397,0.4855878,0.22771987,0.13061539,0.11811788,0.063401396,0.14503482,3.0166031,0.16865579,2.5934965,0.43077661,0.17712112,0.35655396
2025-09-08 09:10:00,1.0732543,1.0416408,1.0239827,1.0344852,1.0185779,1.038927,1.0546336,1.0741589,1.0527936,1.041632,1.0457498,1.0528438,1.0361248,1.0246918,1.1909942,0.62104972,0.57779502,0.48340356,0.28740759,-0.16800418,-0.48113842,0.22335484,0.077795186,0.32976406,0.044643346,-0.11138133,0.37085338,-0.021424031,0.23189701,0.04685607,0.13474924,-0.043517866,0.28778846,-0.024385968,-0.038192651,0.055523157,-0.0022546885,0.0073595599,0.017531893,0.0347834,0.092785835,-0.033311114,0.0264654,0.15662415,0.016158504,0.069051936,0.073152068,-0.051924515,0.03571732,0.046363634,0.016119203,-0.047851494,-0.14071435,0.028976961,-1.2359308,-0.584283,-0.54190231,-0.44396586,-0.34301386,0.18898677,0.46051029,-0.22490029,-0.10651483,-0.35440488,-0.090855956,0.10141122,-0.31862554,0.017240782,-0.2646283,-0.064401594,-0.11343775,0.031869596,-0.25386874,-0.0049272279,0.040975324,-0.026949899,0.027645032,0.017549197,-0.059531754,-0.032340162,-0.11920371,0.039638174,-0.012851011,-0.15509819,-0.0059600658,-0.083387218,-0.059148999,0.07164884,-0.0044803383,-0.022413409,-0.026935157,0.0050402043,0.15051978,0.0053021072,1.7953736,0.16982645,-0.73901478,-0.39635622,-0.071469277,-0.092839811,0.037859813,-0.019543941,-0.19229513,-0.034266162,-0.081122639,0.4357985,-0.58620508,-0.11381946,0.013272451,0.062819036,0.071058822,0.0086634901,-0.026221485,-0.014310421,-0.031369779,0.077986186,-0.16741998,-0.039592358,-0.037187951,-0.17671806,0.088362984,-0.020383725,-0.14265403,-0.19607006,1.0165293,1.061385,-3.0422253,0.044785334,-0.17633655,-0.60347226,-2.8685947,-0.35769714,0.48679414,0.22920634,0.13086205,0.060040407,0.14352196,0.32925239,3.019542,0.17137345,2.5980137,0.43134714,0.17462399,0.35667909
2025-09-08 09:15:00,1.077622,1.0246302,1.0109945,1.0093101,1.014568,1.0530947,1.0585859,1.0613965,1.0412254,1.046759,1.0518578,1.0419717,1.0596374,1.0327779,1.1843193,0.59926109,0.5756793,0.48103548,0.34163626,-0.15510407,-0.50354296,0.21663587,0.10498949,0.38947056,0.038664739,0.013308865,0.13416328,-0.38159858,0.21244848,0.044737092,0.074038047,-0.012628832,0.013691095,0.039806907,-0.070190205,0.053161524,-0.00061114368,-0.0054285657,0.020327466,0.022034049,0.10427413,-0.066716387,-0.021625356,0.17693329,0.015768616,0.0062240078,0.028867567,-0.050088766,-0.040596701,0.043510206,0.039224962,0.0026392631,-0.06155862,0.0028008441,-1.1899272,-0.57309596,-0.52662463,-0.41608167,-0.33776644,0.13906162,0.44803133,-0.24442737,-0.10190645,-0.35964399,-0.07013953,-0.089558765,-0.14145278,0.35586701,-0.23606231,-0.0063194797,-0.10625073,0.026262794,0.0064785849,-0.033603155,0.056593148,-0.0438073,-0.0099889574,-0.0055349543,-0.060537359,-0.051019199,-0.07849689,0.068035198,-9.3722954e-06,-0.14586193,-0.02228292,-0.025575061,-0.089071376,0.0714477,-0.035756643,-0.03433841,-0.024922656,0.014038208,-0.019439192,-0.037384734,1.7495855,0.17752905,-0.75060458,-0.39308976,-0.045460907,-0.075849253,-0.36948871,0.3917842,-0.23615924,-0.045260099,-0.0066239298,-0.049762683,-0.10401191,-0.1369726,0.021967436,0.086552338,0.028758971,0.026498981,0.046967272,-0.064760631,0.016466021,0.072467564,-0.13442007,-0.032041803,-0.020112721,-0.0093432443,-0.053208168,-0.0079685638,-0.14262652,-0.19396796,1.0185228,1.0599609,-3.0420411,0.044793413,-0.17613877,-0.60656155,-0.49942151,-0.56870631,0.48736744,0.22966034,0.13084685,0.059774535,0.063281488,0.14662712,3.0163604,0.17389081,2.598437,0.43012503,0.17167953,0.35690439
2025-09-08 09:20:00,1.058167,1.0320304,1.0269799,1.0324213,1.0230808,1.0565303,1.0704465,1.0809519,1.0408587,1.0475494,1.0553672,1.060519,1.0596279,1.0495034,1.2376225,0.61764464,0.56294358,0.40947065,0.32530506,-0.17096654,-0.47870566,0.22974671,0.1086553,0.37858871,0.054678969,0.087780272,0.14478029,-0.014042765,0.23857918,0.05499891,0.1042461,-0.032993942,0.03959415,0.042599215,-0.055442644,0.055192533,0.0043832944,-0.039499128,0.024412613,0.076809286,0.089879868,-0.056998907,0.045390369,0.16832484,-0.00064869218,0.00092167776,0.051760095,-0.043975095,0.0056687071,0.047946271,0.016169066,-0.021953454,0.014308796,0.013375697,-1.2138244,-0.59148386,-0.56135896,-0.46570894,-0.34558303,0.18693596,0.48179617,-0.26642974,-0.12392634,-0.35687586,-0.051026607,-0.059952951,-0.12055437,0.014482418,-0.24990142,-0.010557244,-0.095258994,0.037336867,-0.012011003,-0.049882176,0.12105083,-0.023582793,-0.01904188,0.002352171,-0.045583562,-0.039688991,-0.11075276,0.023236837,2.6686991e-05,-0.15233078,-0.010780826,-0.01829006,-0.039219571,0.059019049,0.01145286,-0.044828284,-0.027654523,0.0010731298,0.018341309,-0.04892312,1.7798282,0.19063543,-0.74917152,-0.37729959,-0.054299525,-0.11182301,0.021414798,0.014989038,-0.24712811,-0.030058711,-0.042836334,-0.010646523,-0.11664624,-0.11268118,0.017190335,0.082414036,0.048180379,0.029159836,-0.036792114,-0.048343322,-0.023151537,0.079376433,-0.15136206,-0.08196326,-0.019325839,-0.023833796,-0.040558595,-0.041458576,-0.14178524,-0.19458173,1.0184341,1.0589891,-3.0426102,0.046511896,-0.17499646,-0.60668698,-0.49966004,-0.56723517,0.48764634,0.22969865,0.12958598,0.061441796,0.060484639,0.14590669,3.0177548,0.1753408,2.5989789,0.43080006,0.17646614,0.358387
2025-09-08 09:25:00,1.0733175,1.0391642,1.0179712,1.0163878,1.0061113,1.0593001,1.0408905,1.0676597,1.0323659,1.0501292,1.0340964,1.0431374,1.051682,0.97358163,1.1947017,0.59550336,0.5742393,0.47454113,0.31818542,-0.14535029,-0.48409352,0.19525716,0.15028859,0.35839352,0.057450046,0.068002619,0.15201662,-0.0068872724,0.21701465,0.04865964,0.48942481,-0.029593654,0.016720206,0.34232071,-0.035361277,0.06062947,0.0034677154,-0.018925348,0.0018016336,0.053281184,0.11150375,-0.031354669,0.0031028982,0.1405904,0.023762218,0.041829057,0.10333336,-0.050063294,0.00055974374,0.014232243,0.096193018,-0.016902714,0.012789735,0.060479986,-1.1609489,-0.58274105,-0.55511391,-0.44227075,-0.33184998,0.17500051,0.50564901,-0.20641695,-0.14517448,-0.33172729,-0.050286751,-0.07795002,-0.13267947,-0.014146232,-0.208828,-0.03657805,-0.45948847,0.039290008,-0.013084041,-0.33748878,0.073554732,-0.05013959,0.0012077434,0.050863149,-0.026164871,-0.043982972,-0.079090227,0.026211827,0.0038006326,-0.1117462,-0.018518011,-0.0093071942,-0.05531357,0.021211292,-0.027454167,-0.026450584,-0.019469751,0.0010481437,-0.0013703636,-0.011694035,1.765991,0.1956415,-0.71374945,-0.40752417,-0.10619534,-0.081743621,0.02438699,0.0022057024,0.12520863,-0.076308629,-0.021252365,-0.031040662,0.19916108,-0.77771379,-0.029876397,0.077072895,0.04908522,0.030884704,0.014445482,0.026841648,-0.003837485,0.056716664,-0.093046934,-0.05282204,-0.035060235,0.0015789509,0.025263116,-0.067416808,-0.13793981,-0.19793464,1.0170253,1.0606558,-3.0442106,0.039564598,-0.17925544,-0.61353475,-0.5021028,-0.57212042,0.48601242,0.23351372,0.13087846,0.060115128,0.061503445,0.1469127,3.0199697,0.1790507,2.6051606,0.43212793,0.16912419,0.35792601
2025-09-08 09:30:00,1.0410903,1.0444308,1.0100911,1.0232086,1.0063284,1.0835758,1.0509932,1.0646941,1.0493383,1.0293608,1.0228361,1.0419312,1.0480002,1.0202024,1.1958533,0.59132323,0.55420651,0.44480256,0.31626225,-0.15823902,-0.51815896,0.23647654,0.11590998,0.36331833,0.36867601,0.027164452,0.11926178,-0.0042590528,0.21915032,0.023625965,0.10388782,0.29016647,0.023046707,0.061858354,-0.046355529,0.068575393,0.02118309,-0.028136727,0.012509574,0.042322462,0.15703855,-0.049510458,0.022800124,0.15339021,0.056993089,-0.0096930956,0.064039716,-0.030939939,-0.0071117612,0.034515722,0.080365704,0.024159142,-0.042909839,0.019099956,-1.1562512,-0.56144534,-0.5814732,-0.41849763,-0.3296135,0.18046328,0.50930619,-0.25584376,-0.14986666,-0.38555996,-0.31435694,-0.054686937,-0.14050485,0.018530104,-0.24312591,-0.0087610299,-0.066954318,-0.28344747,-0.03205496,-0.028569097,0.064704096,-0.013057376,-0.0054754515,0.011409051,-0.026199988,-0.051797428,-0.099005379,0.04045348,0.0014390583,-0.12475596,-0.0044506397,-0.045351123,-0.063081453,0.05503502,-0.0047844995,-0.020395892,0.00024324749,0.0018436285,-0.068908915,-0.031187203,1.8084007,0.2203778,-0.7215412,-0.41183618,-0.040198733,0.20016584,-0.029242173,-0.021620068,-0.24928924,0.24322233,-0.60306659,-0.023867289,-0.098581557,-0.12323725,-0.027962134,0.082345412,0.062003709,0.064169119,0.0015654017,-0.0062009219,-0.0106127,0.075973729,-0.14387348,-0.072276638,-0.03504133,0.0021640446,-0.010989208,-0.049056091,-0.1357904,-0.19908481,1.0190957,1.0598071,-3.0444437,0.041408692,-0.17926373,-0.27034169,-0.49831553,-0.56961931,0.48671675,0.23125527,0.13183045,0.33053037,0.063440153,0.14586665,3.020903,0.17961351,2.5985909,0.43266469,0.17155809,0.35744698
2025-09-08 09:35:00,1.0678067,1.0450071,1.0252649,1.0143651,1.0023167,1.0582724,1.04398,1.0570815,1.0357065,1.0319078,1.0387923,1.0381421,1.0526341,1.0222375,1.1763507,0.73726446,0.70182218,0.64161732,0.52872178,-0.12658737,-0.52449603,0.20382446,0.12705588,0.36824428,0.066012492,0.080732109,0.14653998,0.0091724991,0.22465324,0.0090516728,0.061634536,-0.047664284,-0.0072340719,0.085488507,-0.070511556,0.09790018,0.027311914,-0.015393069,0.012793342,0.070996734,0.10275589,-0.032376424,-0.0081127439,0.14043749,0.034981588,0.0139154,0.024816446,-0.0621515,0.043260993,5.1140268e-06,0.0089829781,-0.025471713,0.016238745,0.025514196,-1.1975257,-0.74288193,-0.66233011,-0.61354249,-0.54061984,0.085869985,0.42524025,-0.25192899,-0.13442493,-0.38775971,-0.04680176,-0.082399933,-0.15269499,-0.0014834226,-0.21261856,-0.028732665,-0.086682095,0.04086754,-0.020937492,-0.038006517,0.1135821,0.0037067358,0.046070245,0.021849423,0.015756048,-0.084315815,-0.14645019,0.038637108,-0.017188315,-0.1215997,-0.061580895,-0.047275225,0.010399943,0.094723779,0.0061846662,-0.04867564,-0.017552503,0.014587367,-0.041804285,0.015481799,1.9849332,0.7237166,-0.77197897,-0.64628056,-0.43054137,-0.1204131,-0.015600451,0.014206645,-0.23352321,-0.083892694,-0.053184814,-0.078544691,-0.10929877,-0.15374237,0.0085288913,0.086341928,0.097614503,0.032536015,0.069558443,-0.020618667,-0.0086179544,0.070552492,-0.12441565,-0.084976734,-0.036431963,-0.04500859,-0.080204282,-0.030674156,-0.17580336,-0.23471497,1.0078571,1.0509925,-3.0790339,0.007245059,-0.21150334,-0.65369075,-0.53811666,-0.60562528,0.49227493,0.2334804,0.13109225,0.061826189,0.064237161,0.14871205,3.0326837,0.39700636,2.5768884,0.63095132,0.11598665,0.36464898
2025-09-08 09:40:00,1.0795875,1.0551682,1.0321049,1.0067303,1.024972,1.0723894,1.0441727,1.0518465,1.0530582,1.0430172,1.0433831,1.0406413,1.0328517,1.0324083,1.1930306,0.54824265,0.61452964,0.43554086,0.34659654,-0.15046554,-0.49957295,0.052849959,0.14178553,0.39484056,0.037842224,0.081379497,0.16536801,-0.023215454,0.58936017,0.046635773,0.04645569,-0.013067221,0.011845801,0.040617925,-0.050606249,0.016048831,-0.018732241,0.011391225,0.025886991,0.029228981,0.094516439,-0.022557494,0.0041304942,0.1439821,0.023143623,0.051158874,0.083524874,-0.063432179,0.021086289,0.036981974,0.047826183,-0.01352832,-0.013967115,0.0022817264,-1.1613283,-0.62495746,-0.53410058,-0.44064193,-0.35920875,0.16282357,0.49229996,-0.027683287,-0.17037987,-0.37050869,-0.057078819,-0.089952471,-0.1574787,0.019928594,-0.55707707,-0.044489993,-0.082040107,0.045879966,0.014959044,-0.033590416,0.089538209,-0.067990951,-0.01237473,-0.014486656,-0.030612704,-0.081426871,-0.12381911,0.071300621,-0.032412055,-0.10124641,-0.037028304,-0.010463804,-0.081295484,0.060034019,0.033021136,-0.060998594,-0.033768251,0.018323594,0.0010544102,-0.041867971,1.7984476,0.17643813,-0.68165089,-0.59827412,-0.076913067,-0.12175202,0.55719628,-0.003217198,-0.59919068,-0.045869019,-0.034562434,-0.035844676,-0.11453475,-0.10705264,0.014069478,0.081815549,0.083998848,0.02612989,-0.037450715,-0.042820874,-0.010373456,0.089668878,-0.1018663,-0.05883357,-0.010813612,-0.0459936,-0.060655015,-0.035867876,-0.13858478,-0.19398993,1.0183855,1.0581625,-3.0419915,0.69927102,-0.17793223,-0.61329584,-0.50123789,-0.5687467,0.4874859,0.056306018,0.13122018,0.061790122,0.064141486,0.14548432,3.0185291,0.17962685,2.6018398,0.43332273,0.16847437,0.36105953
2025-09-08 09:45:00,1.0569541,1.0480274,1.0130736,1.0134166,1.026026,1.0464751,1.0515245,1.0657045,1.0562932,1.0409288,1.0347981,1.0544341,1.0387452,1.0548104,1.195755,0.61534798,0.55080803,0.42967883,0.37444609,-0.14506757,-0.50336711,0.22803805,0.11633384,0.36068084,0.094076365,0.059864722,0.11258958,-0.0045139165,0.24670747,0.075287102,0.091026673,-0.030484628,-0.0052783828,0.058671525,-0.063010494,0.069330457,0.0081918356,-0.023647569,0.023808541,-0.009114506,0.1071216,-0.03686022,-0.0045836187,0.19449856,0.030932229,0.026515666,0.053020031,-0.087890236,-0.0089819017,0.04036784,0.036785517,-0.019154086,-0.002801419,-0.010326948,-1.1787903,-0.56374654,-0.53002751,-0.42337067,-0.32216457,0.18786229,0.45159976,-0.24860499,-0.15661841,-0.37045641,-0.058592756,-0.060296485,-0.10039955,0.024090575,-0.22365683,-0.058577438,-0.083451744,-0.011773171,0.043644336,-0.071109124,0.08237436,-0.023625653,0.024989766,0.019317339,-0.04027176,-0.069864074,-0.10996336,0.082293497,-0.014696909,-0.12699038,-0.039277416,0.019136989,-0.068741607,0.084159859,0.00079489577,-0.042284081,-0.044084438,-0.0060767835,0.016373861,0.0011873013,1.7897738,0.18097038,-0.67194982,-0.40748929,-0.074074145,-0.097487895,-0.02604372,0.016888668,-0.23123245,-0.097053584,-0.025174156,-0.04910141,-0.11862638,-0.085339373,-0.0093932865,0.055273913,0.053453927,0.048780241,0.03579736,-0.047759053,-0.013603513,0.045112992,-0.15268124,-0.044834379,-0.027951558,-0.01103701,-0.034630425,-0.062856922,-0.13784072,-0.19463778,1.0179483,1.0603941,-3.042354,0.038059563,-0.17533871,-0.61392543,-0.49880081,-0.57155026,0.48716722,0.23237156,0.13242974,0.059610305,0.06339665,0.1454997,3.018891,0.18180933,2.6024709,0.43325054,0.16725903,0.35974318
2025-09-08 09:50:00,1.0657787,1.0578583,1.0157224,1.0181029,1.0162855,1.0622258,1.0427207,1.0530186,1.0454993,1.0373774,1.0458119,1.0702478,1.0135296,1.021024,1.1931078,0.58431413,0.52462477,0.45636688,0.35315662,-0.13954434,-0.47634994,0.2312095,0.11377935,0.36931115,0.082541221,-0.1537901,0.33896832,0.015957977,0.24957348,0.049071854,0.10786748,-0.03055216,0.28764565,0.010310483,-0.085626594,0.088587844,0.014370658,-0.020268187,0.01418003,0.059417912,0.10467615,-0.031421517,0.016770722,0.18133876,0.034380372,0.060668296,0.099146493,-0.066589537,-0.0094391281,0.054705701,0.046356968,-0.016611093,-0.11736643,0.018659721,-1.1839391,-0.56229307,-0.53131472,-0.45372292,-0.32620901,0.18096035,0.49731349,-0.21202811,-0.12942752,-0.33042272,-0.037537611,0.19818166,-0.34923252,-0.025574013,-0.21370281,-0.055581211,-0.12794051,0.039085996,-0.27704897,0.012834461,0.082705447,-0.055853586,0.0019147966,-0.002137514,0.0027664573,-0.049344657,-0.12097314,0.031393662,0.022616939,-0.11501549,0.0061288701,-0.019814272,-0.04571569,0.049883133,-0.01493358,-0.059750878,-0.01325173,0.007137947,0.1355391,-0.024797514,1.793747,0.18138885,-0.70260706,-0.40084766,-0.075998196,-0.066459631,-0.014169446,0.0047318463,-0.19330272,-0.085108788,-0.040511916,0.38489132,-0.55440579,-0.12238582,-0.045910619,0.068138226,0.080346187,0.040224625,-0.034521592,0.031841642,0.023430377,0.042376799,-0.14521598,-0.054348154,0.018614263,-0.20114813,0.11928366,-0.046453649,-0.13816431,-0.19855782,1.0161534,1.0600437,-3.0430383,0.03922108,-0.17872598,-0.61620014,-2.8703616,-0.36501822,0.48572243,0.23217884,0.13183729,0.061052786,0.14360425,0.3301671,3.0195895,0.18324388,2.6007262,0.43316675,0.16847915,0.35950372
